Delivery Market Name,Campaign,Channel,Date,Com sent,with success,Nb of Opening,Nb of Clicks,Transactions generated,Turnover,Turnover Online,Turnover Offline,Nb of Items Bought
France,Delivery_RougeG_Refill,Email,2020-06-18 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-19 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-20 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-21 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-22 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-23 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-25 00:00:00,2,2,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-26 00:00:00,3,2,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-27 00:00:00,2,2,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-28 00:00:00,3,3,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-29 00:00:00,3,3,3,2,,,,,
France,Delivery_RougeG_Refill,Email,2020-06-30 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-01 00:00:00,4,4,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-02 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-04 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-05 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-06 00:00:00,3,3,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-07 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-09 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-10 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-12 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-13 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-14 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-16 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-17 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-18 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-19 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-20 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-21 00:00:00,3,3,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-22 00:00:00,3,3,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-23 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-24 00:00:00,4,4,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-25 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-26 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-27 00:00:00,5,5,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-28 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-29 00:00:00,4,4,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-30 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-07-31 00:00:00,5,5,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-01 00:00:00,2,2,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-02 00:00:00,6,6,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-03 00:00:00,5,5,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-04 00:00:00,4,4,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-05 00:00:00,11,10,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-06 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-07 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-08 00:00:00,2,2,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-09 00:00:00,7,7,3,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-10 00:00:00,4,4,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-11 00:00:00,7,7,5,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-12 00:00:00,15,14,5,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-13 00:00:00,5,5,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-14 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-15 00:00:00,10,10,4,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-16 00:00:00,6,6,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-17 00:00:00,9,9,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-18 00:00:00,15,15,4,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-19 00:00:00,17,17,6,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-20 00:00:00,7,7,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-21 00:00:00,10,10,3,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-22 00:00:00,8,8,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-23 00:00:00,14,14,6,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-24 00:00:00,8,8,3,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-25 00:00:00,16,16,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-26 00:00:00,29,29,8,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-27 00:00:00,8,8,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-28 00:00:00,4,4,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-29 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-30 00:00:00,5,5,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-08-31 00:00:00,5,5,3,2,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-01 00:00:00,9,9,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-02 00:00:00,8,8,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-04 00:00:00,4,4,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-05 00:00:00,10,10,5,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-06 00:00:00,8,8,4,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-07 00:00:00,9,9,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-08 00:00:00,13,13,5,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-09 00:00:00,4,4,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-10 00:00:00,2,2,1,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-11 00:00:00,3,3,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-12 00:00:00,8,8,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-13 00:00:00,4,4,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-24 00:00:00,7,7,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-25 00:00:00,10,10,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-26 00:00:00,6,6,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-28 00:00:00,7,7,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-29 00:00:00,8,8,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-09-30 00:00:00,4,4,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-01 00:00:00,6,6,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-02 00:00:00,4,4,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-03 00:00:00,5,5,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-04 00:00:00,1,1,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-05 00:00:00,4,4,4,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-06 00:00:00,6,6,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-07 00:00:00,8,8,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-08 00:00:00,3,3,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-09 00:00:00,8,8,6,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-10 00:00:00,7,7,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-11 00:00:00,4,4,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-12 00:00:00,7,6,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-13 00:00:00,10,10,6,2,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-14 00:00:00,2,2,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-15 00:00:00,2,2,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-16 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-17 00:00:00,6,6,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-18 00:00:00,5,4,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-19 00:00:00,8,8,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-20 00:00:00,6,6,4,2,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-21 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-22 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-23 00:00:00,6,6,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-24 00:00:00,3,3,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-25 00:00:00,9,9,3,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-26 00:00:00,6,6,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-27 00:00:00,4,4,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-28 00:00:00,5,5,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-29 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-30 00:00:00,2,2,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-10-31 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-01 00:00:00,5,5,3,2,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-02 00:00:00,5,5,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-03 00:00:00,9,9,4,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-04 00:00:00,3,3,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-05 00:00:00,3,3,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-07 00:00:00,4,4,4,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-08 00:00:00,3,3,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-09 00:00:00,4,4,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-10 00:00:00,3,3,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-11 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-12 00:00:00,4,4,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-13 00:00:00,4,4,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-14 00:00:00,7,7,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-15 00:00:00,9,9,4,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-16 00:00:00,7,7,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-17 00:00:00,13,13,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-19 00:00:00,3,3,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-20 00:00:00,8,8,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-21 00:00:00,5,5,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-22 00:00:00,3,3,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-23 00:00:00,6,6,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-26 00:00:00,22,22,6,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-27 00:00:00,4,4,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-28 00:00:00,5,5,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-29 00:00:00,7,7,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-11-30 00:00:00,8,8,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-01 00:00:00,15,15,4,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-02 00:00:00,5,5,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-03 00:00:00,3,3,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-04 00:00:00,7,7,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-05 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-06 00:00:00,11,11,4,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-07 00:00:00,23,23,9,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-08 00:00:00,27,27,13,2,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-09 00:00:00,8,8,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-10 00:00:00,6,6,3,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-11 00:00:00,9,9,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-12 00:00:00,4,4,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-13 00:00:00,6,6,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-14 00:00:00,4,4,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-15 00:00:00,5,5,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-16 00:00:00,5,5,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-17 00:00:00,7,6,2,1,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-18 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-19 00:00:00,6,6,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-20 00:00:00,9,9,2,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-21 00:00:00,9,9,6,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-22 00:00:00,8,8,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-23 00:00:00,3,3,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-24 00:00:00,2,2,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-25 00:00:00,7,7,1,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-26 00:00:00,7,7,3,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-27 00:00:00,4,4,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-28 00:00:00,1,1,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-29 00:00:00,8,8,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-30 00:00:00,2,2,0,0,,,,,
France,Delivery_RougeG_Refill,Email,2020-12-31 00:00:00,4,4,2,0,,,,,
France,Delivery_SMS_fr_BeeGarden_20200521,SMS/MMS,2020-05-20 00:00:00,1729,0,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-03 00:00:00,12,12,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-04 00:00:00,7,6,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-08 00:00:00,6,5,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-09 00:00:00,14,14,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-11 00:00:00,8,6,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-13 00:00:00,16,16,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-16 00:00:00,8,7,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-18 00:00:00,6,6,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-20 00:00:00,24,24,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-21 00:00:00,8,8,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-24 00:00:00,24,22,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-29 00:00:00,10,9,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-01-30 00:00:00,11,10,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-02-01 00:00:00,7,5,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_Boutique,SMS/MMS,2020-02-05 00:00:00,15,14,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-01 00:00:00,3,3,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-02 00:00:00,1,1,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-03 00:00:00,1,1,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-04 00:00:00,1,1,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-06 00:00:00,3,3,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-07 00:00:00,3,3,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-08 00:00:00,4,4,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-10 00:00:00,2,1,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-11 00:00:00,1,1,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-13 00:00:00,8,7,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-14 00:00:00,4,4,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-16 00:00:00,2,2,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-17 00:00:00,1,0,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-18 00:00:00,5,5,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-21 00:00:00,2,2,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-22 00:00:00,5,5,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-23 00:00:00,1,1,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-24 00:00:00,3,2,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-25 00:00:00,2,2,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-27 00:00:00,10,8,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-29 00:00:00,3,3,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-30 00:00:00,2,2,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-01-31 00:00:00,2,2,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-01 00:00:00,3,3,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-03 00:00:00,5,5,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-04 00:00:00,3,3,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-06 00:00:00,7,7,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-08 00:00:00,5,5,0,0,,,,,
France,Delivery_SMS_Welcome5_Auto_ECO,SMS/MMS,2020-02-11 00:00:00,15,14,0,0,,,,,
France,Delivery_TakeCareVague1_rappelConfinement_bhv,Clienteling,2020-04-30 00:00:00,73,0,0,0,,,,,
France,Delivery_TakeCareVague1_rappelConfinement_pos,Clienteling,2020-04-30 00:00:00,1017,0,0,0,,,,,
France,Delivery_TakeCareVague1_top3000_eco,Clienteling,2020-04-30 00:00:00,3000,0,0,0,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-09 00:00:00,24,23,12,4,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-10 00:00:00,20,20,15,3,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-12 00:00:00,3,3,1,0,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-16 00:00:00,11,11,8,3,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-21 00:00:00,15,14,9,2,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-24 00:00:00,17,16,10,4,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-28 00:00:00,15,15,9,5,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-01-29 00:00:00,18,17,9,3,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-02 00:00:00,26,25,12,3,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-11 00:00:00,27,25,12,4,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-18 00:00:00,31,29,10,3,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-19 00:00:00,17,17,9,0,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-20 00:00:00,24,24,15,6,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-21 00:00:00,21,21,14,4,,,,,
France,Delivery_Welcome1_Auto_Fid,Email,2020-02-26 00:00:00,19,19,12,4,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-02 00:00:00,4,4,1,1,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-10 00:00:00,24,23,13,4,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-12 00:00:00,16,14,5,2,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-15 00:00:00,110,107,49,10,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-20 00:00:00,15,14,9,2,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-22 00:00:00,16,15,9,2,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-01-29 00:00:00,54,46,27,12,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-02 00:00:00,33,32,17,7,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-04 00:00:00,27,26,15,4,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-05 00:00:00,24,23,17,9,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-06 00:00:00,22,21,7,0,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-07 00:00:00,47,44,22,6,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-08 00:00:00,29,27,11,4,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-10 00:00:00,30,30,11,4,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-11 00:00:00,26,26,16,7,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-12 00:00:00,28,26,15,1,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-13 00:00:00,36,35,23,9,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-14 00:00:00,46,45,28,3,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-15 00:00:00,108,107,33,8,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-16 00:00:00,23,22,13,2,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-17 00:00:00,27,23,14,4,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-22 00:00:00,22,20,13,2,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-23 00:00:00,20,18,10,6,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-24 00:00:00,16,16,6,2,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-26 00:00:00,17,17,11,2,,,,,
France,Delivery_Welcome1_Auto_Prospect,Email,2020-02-27 00:00:00,20,19,12,2,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-08 00:00:00,53,53,28,11,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-10 00:00:00,35,35,15,4,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-11 00:00:00,15,15,6,1,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-16 00:00:00,12,12,8,3,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-17 00:00:00,8,8,3,1,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-18 00:00:00,5,5,3,0,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-21 00:00:00,4,4,2,0,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-26 00:00:00,7,7,5,2,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-27 00:00:00,17,17,9,3,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-28 00:00:00,1,1,0,0,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-29 00:00:00,3,3,3,1,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-01-30 00:00:00,26,18,6,1,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-03 00:00:00,17,17,8,4,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-04 00:00:00,10,10,2,0,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-07 00:00:00,13,13,7,1,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-09 00:00:00,19,19,8,2,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-11 00:00:00,25,25,12,5,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-15 00:00:00,22,22,13,3,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-16 00:00:00,24,24,13,3,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-17 00:00:00,14,14,5,3,,,,,
France,Delivery_Welcome2_Auto_Fid,Email,2020-02-18 00:00:00,35,34,18,5,,,,,
